"Name","Street Address","City","State","Zip","Latitude","Longitude"
"DESERT SAGE ELEMENTARY SCHOOL","935 SOUTH PALOMAR DRIVE","PUEBLO WEST","CO","81007",38.302788,-104.754728
"AVONDALE ELEMENTARY SCHOOL","213 HIGHWAY 50 EAST","AVONDALE","CO","81022",38.2442831,-104.3431611
"BEULAH ELEMENTARY SCHOOL","8734 SCHOOLHOUSE LANE","BEULAH","CO","81023",38.07616489999999,-104.9787988
"BEULAH MIDDLE SCHOOL","8734 SCHOOLHOUSE LANE","BEULAH","CO","81023",38.07616489999999,-104.9787988
"CEDAR RIDGE ELEMENTARY SCHOOL","1266 WEST ORO GRANDE DRIVE","PUEBLO WEST","CO","81007",38.3078479,-104.802983
"70 ONLINE","301 LANE 28","PUEBLO","CO","81001",38.268848,-104.521265
"NORTH MESA ELEMENTARY SCHOOL","28881 GALE ROAD","PUEBLO","CO","81006",38.2487892,-104.51647
"PLEASANT VIEW MIDDLE SCHOOL","23600 EVERETT ROAD","PUEBLO","CO","81006",38.2525099,-104.5492959
"PRAIRIE WINDS ELEMENTARY SCHOOL","597 E EARL DRIVE","PUEBLO WEST","CO","81007",38.3479112,-104.709239
"PUEBLO COUNTY HIGH SCHOOL","1050  35TH LANE","PUEBLO","CO","81006",38.2464782,-104.4662987
"LIBERTY POINT ELEMENTARY SCHOOL","386 EAST HAHNS PEAK AVENUE","PUEBLO WEST","CO","81007",38.3199164,-104.7276706
"LIBERTY POINT INTERNATIONAL SCHOOL","484 SOUTH MAHER DRIVE","PUEBLO WEST","CO","81007",38.3173591,-104.7290513
"PUEBLO WEST HIGH SCHOOL","661 CAPISTRANO DRIVE","PUEBLO WEST","CO","81007",38.313956,-104.774664
"RYE ELEMENTARY SCHOOL","8120 HIGHWAY 165 WEST","RYE","CO","81069",37.9414,-104.8821023
"CRAVER MIDDLE SCHOOL","4850 CROW CUT OFF ROAD","COLORADO CITY","CO","81019",37.944143,-104.8403544
"RYE HIGH SCHOOL","1 HIGH SCHOOL DRIVE","RYE","CO","81069",42.286777,-88.006976
"SWALLOWS CHARTER ACADEMY HIGH SCHOOL","101 CIVIC CENTER DRIVE","PUEBLO WEST","CO","81007",38.3218907,-104.742806
"SIERRA VISTA ELEMENTARY SCHOOL","500 SOUTH SPAULDING","PUEBLO WEST","CO","81007",38.3223594,-104.7701761
"SOUTH MESA ELEMENTARY SCHOOL","23701 EAST PRESTON ROAD","PUEBLO","CO","81006",38.232646,-104.548582
"SWALLOWS CHARTER ACADEMY","278 SOUTH MCCULLOCH BOULEVARD","PUEBLO WEST","CO","81007",38.3230481,-104.7438102
"THE CONNECT CHARTER SCHOOL","104 WEST 7TH","PUEBLO","CO","81003",38.2734251,-104.6073563
"VINELAND ELEMENTARY SCHOOL","35777 IRIS ROAD","PUEBLO","CO","81006",38.2399273,-104.4618926
"VINELAND MIDDLE SCHOOL","1132 LANE 36","PUEBLO","CO","81006",38.2427439,-104.4582847
"MEEKER ELEMENTARY SCHOOL","201 UTE ROAD","MEEKER","CO","81641",40.0450125,-107.9075807
"BARONE MIDDLE SCHOOL","BOB TUCKER DRIVE","MEEKER","CO","81641",40.03747329999999,-107.9131299
"MEEKER HIGH SCHOOL","550 SCHOOL STREET","MEEKER","CO","81641",40.0398911,-107.9058644
"PARKVIEW ELEMENTARY SCHOOL","550 RIVER ROAD","RANGELY","CO","81648",40.0822903,-108.8126572
"RANGELY JUNIOR/SENIOR HIGH SCHOOL","234 SOUTH JONES AVENUE","RANGELY","CO","81648",40.0850614,-108.8028956
"DEL NORTE MIDDLE SCHOOL","855 OAK STREET","DEL NORTE","CO","81132",37.674649,-106.352782
"DEL NORTE HIGH SCHOOL","9TH & HERMOSA","DEL NORTE","CO","81132",37.6788919,-106.3533683
"UNDERWOOD ELEMENTARY SCHOOL","10TH & OAK","DEL NORTE","CO","81132",37.6733158,-106.3526387
"MARSH ELEMENTARY SCHOOL","215 LYELL","MONTE VISTA","CO","81144",37.5795882,-106.1384227
"BYRON SYRING DELTA CENTER","345 PROSPECT","MONTE VISTA","CO","81144",37.5818225,-106.1547067
"BILL METZ ELEMENTARY SCHOOL","545 SECOND","MONTE VISTA","CO","81144",37.5792827,-106.1517755
"MONTE VISTA MIDDLE SCHOOL","3720 SHERMAN AVENUE","MONTE VISTA","CO","81144",37.5743602,-106.0968755
"MONTE VISTA SENIOR HIGH SCHOOL","295 EAST PROSPECT","MONTE VISTA","CO","81144",37.5818306,-106.1554149
"MONTE VISTA ON-LINE ACADEMY","345 EAST PROSPECT","MONTE VISTA","CO","81144",37.5818225,-106.1547067
"SARGENT ELEMENTARY SCHOOL","7090 NORTH COUNTY  ROAD 2 EAST","MONTE VISTA","CO","81144",37.6770495,-106.1122087
"SARGENT SENIOR HIGH SCHOOL","7090 NORTH COUNTY ROAD 2 EAST","MONTE VISTA","CO","81144",37.6770495,-106.1122087
"SARGENT JUNIOR HIGH SCHOOL","7090 NORTH COUNTY ROAD 2 EAST","MONTE VISTA","CO","81144",37.6770495,-106.1122087
"HAYDEN VALLEY ELEMENTARY SCHOOL","300 BREEZE BASIN BLVD.","HAYDEN","CO","81639",40.4871284,-107.27055
"HAYDEN MIDDLE SCHOOL","495 WEST JEFFERSON STREET","HAYDEN","CO","81639",40.49395639999999,-107.2618558
"HAYDEN HIGH SCHOOL","495 WEST JEFFERSON STREET","HAYDEN","CO","81639",40.49395639999999,-107.2618558
"NORTH ROUTT CHARTER SCHOOL","26990 Eagle Lane","CLARK","CO","80428",40.712082,-106.918567
"SODA CREEK ELEMENTARY SCHOOL","220 PARK AVENUE","STEAMBOAT SPRINGS","CO","80487",40.491248,-106.829502
"STEAMBOAT SPRINGS MIDDLE SCHOOL","39610 AMETHYST DRIVE","STEAMBOAT SPRINGS","CO","80487",40.5009155,-106.8213152
"STEAMBOAT SPRINGS HIGH SCHOOL","45 EAST MAPLE STREET","STEAMBOAT SPRINGS","CO","80487",40.485885,-106.8224989
"STRAWBERRY PARK ELEMENTARY SCHOOL","39620 AMETHYST DRIVE","STEAMBOAT SPRINGS","CO","80487",40.5009155,-106.8213152
"YAMPA VALLEY HIGH SCHOOL","325 7TH STREET","STEAMBOAT SPRINGS","CO","80487",40.487432,-106.8317643
"SOROCO MIDDLE SCHOOL","305 SOUTH GRANT STREET","OAK CREEK","CO","80467",40.2780097,-106.953226
"SOROCO HIGH SCHOOL","305 SOUTH GRANT STREET","OAK CREEK","CO","80467",40.2780097,-106.953226
"SOUTH ROUTT EARLY LEARNING CENTER","26 W. 5TH STREET","YAMPA","CO","80483",40.15651039999999,-106.9107727
"SOUTH ROUTT ELEMENTARY SCHOOL","448 MAIN STREET","YAMPA","CO","80483",40.15556950000001,-106.9086669
"MOUNTAIN VALLEY ELEMENTARY SCHOOL","403 PITKIN AVENUE","SAGUACHE","CO","81149",38.0845368,-106.1368528
"MOUNTAIN VALLEY MIDDLE SCHOOL","403 PITKIN AVENUE","SAGUACHE","CO","81149",38.0845368,-106.1368528
"MOUNTAIN VALLEY SENIOR HIGH SCHOOL","403 PITKIN AVENUE","SAGUACHE","CO","81149",38.0845368,-106.1368528
"CRESTONE CHARTER SCHOOL","330 LIME AVENUE","CRESTONE","CO","81131",37.9916961,-105.6978291
"MOFFAT PREK-12 SCHOOL","501 GARFIELD AVENUE","MOFFAT","CO","81143",37.9982587,-105.909912
"THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY","550 S. SYLVESTER AVENUE","CENTER","CO","81125",37.7509315,-106.1144385
"CENTER VIRTUAL ACADEMY","550 SOUTH SYLVESTER","CENTER","CO","81125",37.7509315,-106.1144385
"HASKIN ELEMENTARY SCHOOL","550 S. SYLVESTER AVENUE","CENTER","CO","81125",37.7509315,-106.1144385
"SKOGLUND MIDDLE SCHOOL","550 S. SYLVESTER AVENUE","CENTER","CO","81125",37.7509315,-106.1144385
"CENTER HIGH SCHOOL","550 S. SYLVESTER AVENUE","CENTER","CO","81125",37.7509315,-106.1144385
"SILVERTON ELEMENTARY SCHOOL","1160 SNOWDEN STREET","SILVERTON","CO","81433",37.8123197,-107.6664022
"SILVERTON MIDDLE SCHOOL","1160 SNOWDEN STREET","SILVERTON","CO","81433",37.8123197,-107.6664022
"SILVERTON HIGH SCHOOL","1160 SNOWDEN STREET","SILVERTON","CO","81433",37.8123197,-107.6664022
"TELLURIDE ELEMENTARY SCHOOL","447 WEST COLUMBIA","TELLURIDE","CO","81435",37.939793,-107.814791
"TELLURIDE MIDDLE SCHOOL","721 WEST COLORADO AVENUE","TELLURIDE","CO","81435",37.9405197,-107.8198673
"TELLURIDE HIGH SCHOOL","725 WEST COLORADO AVENUE","TELLURIDE","CO","81435",37.941249,-107.819537
"NORWOOD PUBLIC SCHOOLS","1225 WEST SUMMIT STREET","NORWOOD","CO","81423",38.1317871,-108.2954852
"INSIGHT SCHOOL OF COLORADO AT JULESBURG","102 WEST 6TH STREET","JULESBURG","CO","80737",40.9907975,-102.2664663
"JULESBURG ELEMENTARY SCHOOL","525 SPRUCE STREET","JULESBURG","CO","80737",40.9876176,-102.2703292
"JULESBURG HIGH SCHOOL","102 WEST 6TH STREET","JULESBURG","CO","80737",40.9907975,-102.2664663
"REVERE ELEMENTARY","500 Main Street","ovid","CO","80744",40.9634608,-102.3878504
"REVERE JUNIOR-SENIOR HIGH SCHOOL","500 MAIN STREET","OVID","CO","80744",40.9634608,-102.3878504
"DILLON VALLEY ELEMENTARY SCHOOL","108 DEERPATH ROAD","DILLON","CO","80435",39.6393399,-106.0395261
"BRECKENRIDGE ELEMENTARY SCHOOL","312 SOUTH HARRIS STREET","BRECKENRIDGE","CO","80424",39.4788416,-106.041745
"FRISCO ELEMENTARY SCHOOL","800 8TH AVENUE","FRISCO","CO","80443",39.5709652,-106.0903469
"SNOWY PEAKS HIGH SCHOOL","158 SCHOOL ROAD","FRISCO","CO","80443",39.5823377,-106.0905582
"SILVERTHORNE ELEMENTARY SCHOOL","101 HAMILTON CREEK ROAD","SILVERTHORNE","CO","80498",39.6604416,-106.0830067
"SUMMIT MIDDLE SCHOOL","158 SCHOOL ROAD","FRISCO","CO","80443",39.5823377,-106.0905582
"SUMMIT HIGH SCHOOL","16201 U S HIGHWAY 9","FRISCO","CO","80443",39.5656882,-106.0560069
"SUMMIT COVE ELEMENTARY SCHOOL","0727 COVE BOULEVARD","DILLON","CO","80435",39.595768,-106.0119856
"UPPER BLUE ELEMENTARY SCHOOL","1200 AIRPORT ROAD","BRECKENRIDGE","CO","80424",39.50051699999999,-106.0488716
"CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL","410 N. B  STREET","CRIPPLE CREEK","CO","80813",38.7507717,-105.184
"CRESSON ELEMENTARY SCHOOL","412 NORTH C STREET","CRIPPLE CREEK","CO","80813",38.7508934,-105.1856147
"SUMMIT ELEMENTARY SCHOOL","490 MEADOW PARK DR","DIVIDE","CO","80814",38.952584,-105.144307
"GATEWAY ELEMENTARY SCHOOL","100 Panther Way","WOODLAND PARK","CO","80863",38.9945103,-105.0452019
"WOODLAND PARK MIDDLE SCHOOL","600 E KELLEYS ROAD","WOODLAND PARK","CO","80863",39.0069171,-105.0491566
"WOODLAND PARK HIGH SCHOOL","151 Panther Way","WOODLAND PARK","CO","80863",38.9945103,-105.0452019
"COLUMBINE ELEMENTARY SCHOOL","175 KELLEYS ROAD","WOODLAND PARK","CO","80863",39.0068821,-105.0524787
"AKRON ELEMENTARY SCHOOL","600 ELM AVENUE","AKRON","CO","80720",40.1642757,-103.2059755
"AKRON HIGH SCHOOL","600 ELM AVENUE","AKRON","CO","80720",40.1642757,-103.2059755
"ARICKAREE ELEMENTARY SCHOOL","12155 COUNTY ROAD NN","ANTON","CO","80801",39.745111,-103.0287735
"ARICKAREE UNDIVIDED HIGH SCHOOL","12155 COUNTY ROAD NN","ANTON","CO","80801",39.745111,-103.0287735
"OTIS ELEMENTARY SCHOOL","518 DUNGAN STREET","OTIS","CO","80743",40.1523783,-102.9675442
"OTIS JUNIOR-SENIOR HIGH SCHOOL","301 WORK STREET","OTIS","CO","80743",40.1514253,-102.966164
"LONE STAR MIDDLE SCHOOL","44940 COUNTY ROAD 54","OTIS","CO","80743",40.3518557,-102.8514585
"LONE STAR ELEMENTARY SCHOOL","44940 COUNTY ROAD 54","OTIS","CO","80743",40.3518557,-102.8514585
"LONE STAR UNDIVIDED HIGH SCHOOL","44940 COUNTY ROAD 54","OTIS","CO","80743",40.3518557,-102.8514585
"WOODLIN ELEMENTARY SCHOOL","15400 CO ROAD L","WOODROW","CO","80757",39.7884626,-103.5179125
"WOODLIN UNDIVIDED HIGH SCHOOL","15400 CO ROAD L","WOODROW","CO","80757",39.7884626,-103.5179125
"GILCREST ELEMENTARY SCHOOL","1175 BIRCH STREET","GILCREST","CO","80623",40.2874183,-104.7776505
"PETE MIRICH ELEMENTARY SCHOOL","300 1ST AVENUE","LA SALLE","CO","80645",40.3509251,-104.706336
"NORTH VALLEY MIDDLE SCHOOL","300 2ND AVENUE","LA SALLE","CO","80645",40.3522424,-104.7045076
"PLATTEVILLE ELEMENTARY SCHOOL","1202 MAIN STREET","PLATTEVILLE","CO","80651",40.2071366,-104.8238921
"SOUTH VALLEY MIDDLE SCHOOL","1004 MAIN STREET","PLATTEVILLE","CO","80651",40.2094239,-104.8240417
"VALLEY HIGH SCHOOL","1001 BIRCH STREET","GILCREST","CO","80623",40.2856729,-104.7776508
"BENJAMIN EATON ELEMENTARY SCHOOL","100 SOUTH MOUNTAIN VIEW DRIVE","EATON","CO","80615",40.5224717,-104.7314582
"EATON ELEMENTARY SCHOOL","25 CHEYENNE AVENUE","EATON","CO","80615",40.525035,-104.7157639
"EATON MIDDLE SCHOOL","225 JUNIPER AVENUE","EATON","CO","80615",40.5275259,-104.7242424
"EATON HIGH SCHOOL","114 PARK AVENUE","EATON","CO","80615",40.5274061,-104.7199496
"GALETON ELEMENTARY SCHOOL","24750 THIRD STREET","GALETON","CO","80622",40.520077,-104.585764
"CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL","3101 WCR 65","KEENESBURG","CO","80643",40.045105,-104.452757
"WELD CENTRAL SENIOR HIGH SCHOOL","4715 WELD COUNTY ROAD 59","KEENESBURG","CO","80643",40.0689484,-104.5086956
"LOCHBUIE ELEMENTARY SCHOOL","201 BONANZA BOULEVARD","LOCHBUIE","CO","80603",40.0048587,-104.7227493
"HUDSON ACADEMY OF ARTS AND SCIENCES","300 BEECH STREET","HUDSON","CO","80642",40.0696086,-104.6401247
"HOFF ELEMENTARY SCHOOL","7558 WCR 59","KEENESBURG","CO","80643",40.1107761,-104.5089456
"WELD CENTRAL MIDDLE SCHOOL","4977 WELD COUNTY ROAD 59","KEENESBURG","CO","80643",40.0727105,-104.5087134
"GRANDVIEW ELEMENTARY SCHOOL","1583 GRAND AVENUE","WINDSOR","CO","80550",40.48446200000001,-104.9302797
"MOUNTAIN VIEW ELEMENTARY SCHOOL","810 THIRD STREET","WINDSOR","CO","80550",40.4700908,-104.9008847
"SEVERANCE MIDDLE SCHOOL","1801 AVERY PLAZA STREET","WINDSOR","CO","80550",40.4972245,-104.8688328
"SKYVIEW ELEMENTARY SCHOOL","1000 STONE MOUNTAIN DRIVE","WINDSOR","CO","80550",40.4712543,-104.9083518
"RANGE VIEW ELEMENTARY","700 PONDEROSA DRIVE","SEVERANCE","CO","80550",40.5171048,-104.8645021
"TOZER ELEMENTARY SCHOOL","501 OAK STREET","WINDSOR","CO","80550",40.4746803,-104.9042689
"WINDSOR CHARTER ACADEMY","680 ACADEMY COURT","WINDSOR","CO","80550",40.4718167,-104.8814851
"WINDSOR MIDDLE SCHOOL","900 MAIN STREET","WINDSOR","CO","80550",40.4799538,-104.9117669
"WINDSOR HIGH SCHOOL","1100 WEST MAIN STREET","WINDSOR","CO","80550",40.4817462,-104.9151013
"KNOWLEDGE QUEST ACADEMY","705 SOUTH SCHOOL HOUSE DRIVE","MILLIKEN","CO","80543",40.323697,-104.8362226
"LETFORD ELEMENTARY SCHOOL","2 NORTH JAY AVENUE","JOHNSTOWN","CO","80534",40.3363936,-104.9200084
"MILLIKEN ELEMENTARY SCHOOL","100 BROAD STREET","MILLIKEN","CO","80543",40.3297064,-104.866782
"MILLIKEN MIDDLE SCHOOL","66 IRENE AVENUE","MILLIKEN","CO","80543",40.3301765,-104.8580944
"PIONEER RIDGE ELEMENTARY SCHOOL","2300 CINNAMON TEAL","JOHNSTOWN","CO","80534",40.3003472,-104.9091724
"ROOSEVELT HIGH SCHOOL","616 NORTH 2ND STREET","JOHNSTOWN","CO","80534",40.3390356,-104.9137174
"HEIMAN ELEMENTARY SCHOOL","3500 PALERMO","EVANS","CO","80620",40.381484,-104.747709
"WINOGRAD K-8 ELEMENTARY SCHOOL","320 NORTH 71ST AVENUE","GREELEY","CO","80634",40.4372857,-104.7922758
"BELLA ROMERO ACADEMY OF APPLIED TECHNOLOGY","1400 EAST 20TH STREET","GREELEY","CO","80631",40.4055119,-104.6565388
"BRENTWOOD MIDDLE SCHOOL","2600  24TH AVENUE COURT","GREELEY","CO","80634",40.3963099,-104.7201619
"CENTENNIAL ELEMENTARY SCHOOL","1400  37TH STREET","EVANS","CO","80620",40.3774051,-104.7018912
"CHAPPELOW K-8 MAGNET SCHOOL","2001  34TH STREET","EVANS","CO","80620",40.3811486,-104.7094655
"FRONTIER CHARTER ACADEMY","2560 WEST 29TH STREET","GREELEY","CO","80634",40.3890968,-104.7860178
"DOS RIOS ELEMENTARY SCHOOL","2201 34TH STREET","EVANS","CO","80620",40.381742,-104.7127406
"ENGAGE ONLINE ACADEMY","1424 13th Avenue","GREELEY","CO","80634",40.416447,-104.699161
"UNIVERSITY SCHOOLS","6525 18TH STREET","GREELEY","CO","80634",40.4100327,-104.7751272
"FRANKLIN MIDDLE SCHOOL","818  35TH AVENUE","GREELEY","CO","80634",40.4247557,-104.7337364
"GREELEY CENTRAL HIGH SCHOOL","1515  14TH AVENUE","GREELEY","CO","80631",40.4147683,-104.7030198
"GREELEY WEST HIGH SCHOOL","2401 35TH AVENUE","GREELEY","CO","80634",40.40171420000001,-104.7366547
"HEATH MIDDLE SCHOOL","2223  16TH STREET","GREELEY","CO","80631",40.4139426,-104.7147089
"JACKSON ELEMENTARY SCHOOL","2002   25TH STREET","GREELEY","CO","80631",40.395193,-104.711078
"JEFFERSON HIGH SCHOOL","1315 4TH AVENUE","GREELEY","CO","80631",40.4181489,-104.683693
"JOHN EVANS MIDDLE SCHOOL","2900  15TH AVENUE","GREELEY","CO","80631",40.389586,-104.7027086
"MADISON ELEMENTARY SCHOOL","500  24TH AVENUE","GREELEY","CO","80634",40.428093,-104.7183165
"MAPLEWOOD ELEMENTARY SCHOOL","1201 21ST AVENUE","GREELEY","CO","80631",40.4198373,-104.7122296
"MCAULIFFE ELEMENTARY SCHOOL","600 51ST AVENUE","GREELEY","CO","80634",40.4282548,-104.7654334
"MEEKER ELEMENTARY SCHOOL","2221  28TH AVENUE","GREELEY","CO","80634",40.4025378,-104.7273961
"MONFORT ELEMENTARY SCHOOL","2101  47TH AVENUE","GREELEY","CO","80634",40.4049892,-104.7563876
"NORTHRIDGE HIGH SCHOOL","100 71ST AVENUE","GREELEY","CO","80634",40.4372854,-104.7923759
"MARTINEZ ELEMENTARY SCHOOL","341  14TH AVENUE","GREELEY","CO","80631",40.429848,-104.703311
"SCOTT ELEMENTARY SCHOOL","3000  13TH STREET","GREELEY","CO","80634",40.4176512,-104.7449799
"SHAWSHEEN ELEMENTARY SCHOOL","4020 WEST 7TH STREET","GREELEY","CO","80634",40.4266758,-104.7449879
"SALIDA DEL SOL ACADEMY","111 E 26th Street","GREELEY","CO","80633",40.3958534,-104.6763123
"UNION COLONY PREPARATORY SCHOOL","2000 CLUBHOUSE DRIVE","GREELEY","CO","80634",40.406419,-104.767892
"UNION COLONY ELEMENTARY SCHOOL","1051 29TH STREET RD","EVANS","CO","80620",40.3888946,-104.6949606
"WEST RIDGE ACADEMY","6200 WEST 20TH STREET","GREELEY","CO","80631",40.4060739,-104.7803021
"PLATTE VALLEY HIGH SCHOOL","901 CAMPBELL","KERSEY","CO","80644",40.3884351,-104.5549962
"PLATTE VALLEY ELEMENTARY SCHOOL","601 CLARK STREET","KERSEY","CO","80644",40.3900413,-104.5597596
"PLATTE VALLEY MIDDLE SCHOOL","700 HILL STREET","KERSEY","CO","80644",40.39206,-104.5550213
"FORT LUPTON MIDDLE SCHOOL","201 SOUTH MCKINLEY","FORT LUPTON","CO","80621",40.0787911,-104.8130125
"FORT LUPTON HIGH SCHOOL","530 REYNOLDS STREET","FORT LUPTON","CO","80621",40.0755525,-104.8118654
"LEO WILLIAM BUTLER ELEMENTARY SCHOOL","411 SOUTH MCKINLEY","FORT LUPTON","CO","80621",40.0770274,-104.8131528
"QUEST ACADEMY AT DACONO","3100 SWEETGRASS PARKWAY","DACONO","CO","80514",40.0456813,-104.9642784
"TWOMBLY ELEMENTARY SCHOOL","1600 NINTH STREET","FORT LUPTON","CO","80621",40.087249,-104.798842
"HIGHLAND ELEMENTARY SCHOOL","101 2ND STREET","PIERCE","CO","80650",40.6370549,-104.7553231
"HIGHLAND MIDDLE SCHOOL","209 WEST 1ST","AULT","CO","80610",40.583853,-104.734849
"HIGHLAND HIGH SCHOOL","208 WEST 1ST","AULT","CO","80610",40.5815122,-104.7369596
"BRIGGSDALE ELEMENTARY SCHOOL","515 LESLIE STREET","BRIGGSDALE","CO","80611",40.6334454,-104.3255456
"BRIGGSDALE UNDIVIDED HIGH SCHOOL","515 LESLIE STREET","BRIGGSDALE","CO","80611",40.6334454,-104.3255456
"PRAIRIE ELEMENTARY SCHOOL","42315 WCR 133","NEW RAYMER","CO","80742",40.5677339,-103.8024904
"PRAIRIE JUNIOR-SENIOR HIGH SCHOOL","42315 WCR 133","NEW RAYMER","CO","80742",40.5677339,-103.8024904
"PAWNEE SCHOOL PK-12","19 CHATOGA","GROVER","CO","80729",40.8675994,-104.2296935
"LITTLE INDIANS PRESCHOOL","709 WEST THIRD STREET","YUMA","CO","80759",40.1233182,-102.7321017
"YUMA MIDDLE SCHOOL","500 SOUTH ELM","YUMA","CO","80759",40.1214109,-102.7307808
"KENNETH P MORRIS ELEMENTARY SCHOOL","416 SOUTH ELM STREET","YUMA","CO","80759",40.1222117,-102.7307641
"YUMA HIGH SCHOOL","1000 SOUTH ALBANY","YUMA","CO","80759",40.11651699999999,-102.7226339
"WRAY ELEMENTARY SCHOOL","30204 COUNTY ROAD 35","WRAY","CO","80758",40.0753483,-102.2462819
"BUCHANAN MIDDLE SCHOOL","620 WEST 7TH","WRAY","CO","80758",40.0752855,-102.2291202
"WRAY HIGH SCHOOL","30074 COUNTY ROAD 35","WRAY","CO","80758",40.0753255,-102.2508984
"IDALIA ELEMENTARY SCHOOL","26845 COUNTY ROAD 9.2","IDALIA","CO","80735",39.704348,-102.2937759
"IDALIA JUNIOR-SENIOR HIGH SCHOOL","26845 COUNTY ROAD 9.2","IDALIA","CO","80735",39.704348,-102.2937759
"LIBERTY ELEMENTARY SCHOOL","9332 HIGHWAY 36","JOES","CO","80822",35.5789966,-81.88883709999999
"LIBERTY JUNIOR-SENIOR HIGH SCHOOL","9332 HIGHWAY 36","JOES","CO","80822",35.5789966,-81.88883709999999
"ACADEMY OF CHARTER SCHOOLS","11800 LOWELL BLVD","WESTMINSTER","CO","80031",39.9115904,-105.033406
"FRONTIER CHARTER ACADEMY","488 YODER STREET","CALHAN","CO","80808",39.036298,-104.29282
"ANIMAS HIGH SCHOOL","3206 MAIN AVENUE","DURANGO","CO","81320",37.300936,-107.870133
"STONE CREEK SCHOOL","0375 YODER AVE","AVON","CO","81620",39.6259387,-106.500539
"THE PINNACLE CHARTER SCHOOL ELEMENTARY","1001 W 84TH STREET","FEDERAL HEIGHTS","CO","80206",39.8501669,-104.9979849
"HIGH POINT ACADEMY","6750 N. DUNKIRK ST.","AURORA","CO","80019",39.8192252,-104.7610699
"T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE","4512 MCMURRAY","FT COLLINS","CO","80525",40.5147853,-105.0504788
"CAPROCK ACADEMY","640 24 1/2 ROAD","GRAND JUNCTION","CO","81505",39.098113,-108.598131
"COLORADO SPRINGS CHARTER ACADEMY","2577 N CHELTON ROAD","COLORADO SPRINGS","CO","80909",38.8695286,-104.7721216
"COLORADO SPRINGS EARLY COLLEGES","4435 NORTH CHESTNUT","COLORADO SPRINGS","CO","80907",38.8941558,-104.8339904
"COLORADO PROVOST ACADEMY","7730 EAST BELLEVIEW AVENUE SUITE AG-9","GREENWOOD VILLAGE","CO","80111",39.6166715,-104.8746508
"COMMUNITY LEADERSHIP ACADEMY","6880 HOLLY STREET","COMMERCE CITY","CO","80022",39.820288,-104.922073
"COLORADO CALVERT ACADEMY","6170 LEHMAN DR., STE 101","COLORADO SPRINGS","CO","80918",38.920154,-104.7908562
"COLORADO EARLY COLLEGE FORT COLLINS","4800 WHEATON DR","FORT COLLINS","CO","80524",40.5195859,-105.0524765
"COLORADO EARLY COLLEGES DOUGLAS COUNTY","10235 PARKGLENN WAY","PARKER","CO","80138",39.5314749,-104.7660201
"EARLY COLLEGE OF ARVADA","4905 WEST 60TH AVENUE","ARVADA","CO","80003",39.8061425,-105.0503744
"GLOBAL VILLAGE ACADEMY - COLORADO SPRINGS","1702 N MURRAY BLVD","COLORADO SPRINGS","CO","80915",38.8588477,-104.7485947
"GLOBAL VILLAGE ACADEMY - FORT COLLINS","8005 HIGHLAND MEADOWS PARKWAY","FORT COLLINS","CO","80528",40.47395770000001,-104.9775019
"JAMES IRWIN CHARTER ACADEMY","1801 HOWARD AVENUE","COLORADO SPRINGS","CO","80903",38.85789,-104.78119
"NEW AMERICA SCHOOL - THORNTON","8978 Washington St.","Thornton","CO","80229",39.8588099,-104.9762823
"MOUNTAIN MIDDLE SCHOOL","108 WEST 31ST STREET","DURANGO","CO","81301",37.2990781,-107.8725671
"MOUNTAIN SONG COMMUNITY SCHOOL","2904 WEST KIOWA STREET","COLORADO SPRINGS","CO","80904",38.85272459999999,-104.8673392
"MONTESSORI DEL MUNDO CHARTER SCHOOL","15503 EAST MISSISSIPPI AVE UNIT B","AURORA","CO","80017",39.69677129999999,-104.8074442
"NEW AMERICA SCHOOL - LOWRY","9125 E SEVENTH PLACE BUILDING 905","DENVER","CO","80230",39.7272013,-104.87738
"THE PINNACLE CHARTER SCHOOL MIDDLE","1001 W 84TH STREET","FEDERAL HEIGHTS","CO","80206",39.8501669,-104.9979849
"THE PINNACLE CHARTER SCHOOL HIGH","1001 W 84TH STREET","FEDERAL HEIGHTS","CO","80206",39.8501669,-104.9979849
"RICARDO FLORES MAGON ACADEMY","7255 IRVING STREET","WESTMINSTER","CO","80030",39.8280165,-105.0300735
"ROSS MONTESSORI SCHOOL","407 MERRILL AVENUE","CARBONDALE","CO","81623",39.40413059999999,-107.2113589
"TWO RIVERS COMMUNITY SCHOOL","195 CENTER DRIVE","GLENWOOD SPRINGS","CO","81601",39.5645956,-107.3683508
"THOMAS MACLAREN STATE CHARTER SCHOOL","303 AUSTIN BLUFFS PARKWAY","COLORADO SPRINGS","CO","80918",38.8976218,-104.8160384
"PIKES PEAK PREP","525 EAST COSTILLA STREET","COLORADO SPRINGS","CO","80903",38.8273121,-104.8153086
"VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL","5701 QUEBEC STREET","COMMERCE CITY","CO","80022",39.800371,-104.904365
"VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER SCHOOL","5701 QUEBEC STREET","COMMERCE CITY","CO","80022",39.800371,-104.904365
