School Code,School Name,Address,City,State,Zipcode,Phone,District Code,District Name,,County,Grades
P283,VALOR CHRISTIAN SCHOOL        ,3775 GRACE BLVD               ,HIGHLANDS RANCH     ,CO,80126 ,3034713327,0900,DOUGLAS COUNTY      RE 1      ,18,DOUGLAS         ,09-12 
P167,ST CLARE OF ASSISI SCHOOL     ,31622 HIGHWAY 6 - PO BOX 667  ,EDWARDS             ,CO,81632 ,9709268980,0910,EAGLE COUNTY        RE 50     ,19,EAGLE           ,K -08 
P523,VAIL CHRISTIAN ACADEMY        ,31621 HIGHWAY 6               ,EDWARDS             ,CO,81632 ,9702664116,0910,EAGLE COUNTY        RE 50     ,19,EAGLE           , K-08 
P548,VAIL CHRISTIAN HIGH SCHOOL    ,31621 US HIGHWAY 6            ,EDWARDS             ,CO,81632 ,9709263015,0910,EAGLE COUNTY        RE 50     ,19,EAGLE           ,09-12 
P546,VAIL MOUNTAIN SCHOOL          ,3000 BOOTH FALLS ROAD         ,VAIL                ,CO,81657 ,9704763850,0910,EAGLE COUNTY        RE 50     ,19,EAGLE           ,K -12 
P328,HILLSPRINGS ACADEMY           ,2776 JANITELL ROAD            ,COLORADO SPRINGS    ,CO,80906 ,7195673840,0980,HARRISON            2         ,21,EL PASO         , K-08 
P552,FOUNTAIN VALLEY SCHOOL        ,6155 FOUNTAIN VALLEY SCH ROAD ,COLORADO SPRINGS    ,CO,80911 ,7193915248,0990,WIDEFIELD           3         ,21,EL PASO         ,09-12 
P171,ASCENSION CHILDREN LEARNING CE,2505 NORTH CIRCLE DRIVE       ,COLORADO SPRINGS    ,CO,80909 ,7194478658,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P067,CALVARY PRESCHOOL             ,4210 AUSTIN BLUFFS PARKWAY    ,COLORADO SPRINGS    ,CO,80918 ,7195995437,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P582,COLO SPRINGS CHRISTIAN SCHOOLS,4855 MALLOW ROAD              ,COLORADO SPRINGS    ,CO,80907 ,7195993553,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-12 
P588,CORPUS CHRISTI CATHOLIC SCHOOL,2410 NORTH CASCADE AVENUE     ,COLORADO SPRINGS    ,CO,80907 ,7196325092,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-08 
P071,COUNTERPOINT SCHOOL           ,611 NORTH ROYER               ,COLORADO SPRINGS    ,CO,80919 ,7196339880,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P594,DIVINE REDEEMER CATHOLIC SCH  ,901 NORTH LOGAN AVENUE        ,COLORADO SPRINGS    ,CO,80909 ,7194717771,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-08 
P175,EARLY CONNECTIONS LEARNING CTR,104 EAST RIO GRANDE           ,COLORADO SPRINGS    ,CO,80903 ,7196321754,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P597,EVANGELICAL CHRISTIAN ACADEMY ,4052 NONCHALANT CIRCLE SOUTH  ,COLORADO SPRINGS    ,CO,80920 ,7195973675,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-12 
P075,FUMC PRESCHOOL                ,420 NORTH NEVADA AVENUE       ,COLORADO SPRINGS    ,CO,80903 ,7198842500,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P489,GIVING TREE MONTESSORI SCHOOL ,1110 WEST MORENO AVENUE       ,COLORADO SPRINGS    ,CO,80905 ,7196303763,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-K  
P605,GOLDEN MOUNTAIN MONTESSORI    ,306 WEST BROOKSIDE STREET     ,COLORADO SPRINGS    ,CO,80905 ,7196320875,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK- K 
P181,HOLY CROSS LUTHERAN SCHOOL    ,4125 CONSTITUTION AVENUE      ,COLORADO SPRINGS    ,CO,80909 ,7195964386,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P008,JUNIOR ACADEMY LTD            ,1311 NORTH NEVADA             ,COLORADO SPRINGS    ,CO,80903 ,7196327681,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P259,JUNIOR ACADEMY SMALL WONDERS  ,4750 EL CAMINO DRIVE          ,COLORADO SPRINGS    ,CO,80918 ,7195982095,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK- K 
P188,KINDERCARE LEARNING CENTER    ,6610 FLYING W RANCH ROAD      ,COLORADO SPRINGS    ,CO,80919 ,7195360370,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P083,KINDERCARE LEARNING CENTER    ,3325 VICKERS DRIVE            ,COLORADO SPRINGS    ,CO,80918 ,7195316508,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK- K 
P092,LA PETITE ACADEMY             ,2760 PURGATORY DRIVE          ,COLORADO SPRINGS    ,CO,80918 ,7195990540,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-05 
P614,PIKES PEAK ACADEMY            ,5590 NORTH NEVADA AVENUE      ,COLORADO SPRINGS    ,CO,80918 ,7194735745,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,09-12 
P615,PIKES PEAK CHRISTIAN SCHOOL   ,5905 FLINTRIDGE DRIVE         ,COLORADO SPRINGS    ,CO,80918 ,7195988610,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-12 
P064,PRINCETON ACADEMY             ,1840 BOULDER STREET           ,COLORADO SPRINGS    ,CO,80909 ,7196301080,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P202,ROCK OF AGES LUTHERAN CHILD   ,120 NORTH 31ST STREET         ,COLORADO SPRINGS    ,CO,80904 ,7196329491,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P059,RUTH WASHBURN COOP NURSERY SCH,914 NORTH 19TH STREET         ,COLORADO SPRINGS    ,CO,80904 ,7196363084,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P610,SALEM LUTHERAN SCHOOL         ,4318 NORTH CHESTNUT STREET    ,COLORADO SPRINGS    ,CO,80907 ,7195990200,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-08 
P585,SPRINGS BAPTIST ACADEMY       ,3500 NORTH NEVADA AVE         ,COLORADO SPRINGS    ,CO,80907 ,7195937887,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,K -12 
P624,ST MARY'S HIGH SCHOOL         ,2501 EAST YAMPA STREET        ,COLORADO SPRINGS    ,CO,80909 ,7196357540,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,09-12 
P204,TEMPLE SHALOM PRESCHOOL       ,1523 EAST MONUMENT STREET     ,COLORADO SPRINGS    ,CO,80909 ,7196345311,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P178,UCCS FAMILY DEVELOPMENT CENTER,1420 AUSTIN BLUFFS PARKWAY    ,COLORADO SPRINGS    ,CO,80918 ,7192553483,1010,COLORADO SPRINGS    11        ,21,EL PASO         ,PK-PK 
P633,ST. PAUL CATHOLIC SCHOOL      ,1601 MESA AVENUE              ,COLORADO SPRINGS    ,CO,80906 ,7196321846,1020,CHEYENNE MOUNTAIN   12        ,21,EL PASO         ,PK-08 
P630,THE COLORADO SPRINGS SCHOOL   ,21 BROADMOOR AVENUE           ,COLORADO SPRINGS    ,CO,80906 ,7194759747,1020,CHEYENNE MOUNTAIN   12        ,21,EL PASO         ,PK-12 
P892,FAMILY OF CHRIST CDC          ,675 BAPTIST ROAD              ,COLORADO SPRINGS    ,CO,80921 ,7194810796,1040,ACADEMY             20        ,21,EL PASO         ,PK- K 
P567,PIKES PEAK COMMUNITY COL CDC  ,11195 HIGHWAY 83              ,COLORADO SPRINGS    ,CO,80921 ,7195022424,1040,ACADEMY             20        ,21,EL PASO         ,PK-PK 
P569,ROCKY MOUNTAIN MONTESSORI ACAD,7675 LEXINGTON DRIVE          ,COLORADO SPRINGS    ,CO,80920 ,7195920900,1040,ACADEMY             20        ,21,EL PASO         ,PK- 8 
P639,ELLICOTT BAPTIST SCHOOL       ,24075 HIGHWAY 94              ,CALHAN              ,CO,80808 ,7196832453,1050,ELLICOTT            22        ,21,EL PASO         , K-12 
P289,ST. PETER CATHOLIC SCHOOL     ,124 FIRST STREET              ,MONUMENT            ,CO,80132 ,7194811855,1080,LEWIS-PALMER        38        ,21,EL PASO         ,PK-08 
P645,CALVARY CHRISTIAN SCHOOL      ,1415 ELM AVENUE               ,CANON CITY          ,CO,81212 ,7192755349,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-12 
P651,FOUR MILE ADVENTIST CHRISTIAN ,3180 EAST MAIN STREET         ,CANON CITY          ,CO,81212 ,7192756111,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-08 
P757,MOUNTAIN VIEW CORE KNOWLEDGE  ,890 FIELD AVENUE              ,CANON CITY          ,CO,81212 ,7192751980,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-PK 
P464,NEW CHILD MONTESSORI          ,1012 RIDGEVIEW PL             ,CANON CITY          ,CO,81212 ,7192752028,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-PK 
P580,ROCKY MOUNTAIN CHILDRENS DISCO,710 S 8TH STREET              ,CANON CITY          ,CO,81212 ,7192753318,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-PK 
P845,SPIN EARLY CHILDHOOD CARE & ED,1333 ELM AVENUE               ,CANON CITY          ,CO,81212 ,7192750550,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-PK 
P643,THE GIVING TREE               ,219 ORCHARD AVE               ,CANON CITY          ,CO,81212 ,7192752925,1140,CANON CITY          RE-1      ,22,FREMONT         ,PK-PK 
P657,FLORENCE CHRISTIAN SCHOOL     ,303 EAST THIRD STREET         ,FLORENCE            ,CO,81226 ,7197846352,1150,FREMONT             RE-2      ,22,FREMONT         ,PK-12 
P292,BLUE LAKE PRESCHOOL           ,0189 JW DRIVE UNIT C          ,CARBONDALE          ,CO,81623 ,9709634380,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,PK-PK 
P660,COLORADO ROCKY MOUNTAIN SCHOOL,1493 COUNTY ROAD 106          ,CARBONDALE          ,CO,81623 ,9709632562,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,09-12 
P290,GROWING YEARS PRESCHOOL       ,151 SCHOOL STREET             ,BASALT              ,CO,81621 ,9709278008,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,PK-PK 
P490,MT SOPRIS MONTESSORI SCHOOL   ,879 EUCLID AVENUE             ,CARBONDALE          ,CO,81623 ,9709633506,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,PK-K  
P666,ST STEPHEN'S CATHOLIC SCHOOL  ,414 S HYLAND PARK DRIVE       ,GLENWOOD SPRINGS    ,CO,81601 ,9709457746,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,PK-08 
P670,WALDORF SCHOOL ON ROARING FORK,16543 OLD HIGHWAY 82          ,CARBONDALE          ,CO,81623 ,9709631960,1180,ROARING FORK        RE-1      ,23,GARFIELD        ,PK-08 
P669,EAGLES NEST E.L.C.            ,10655 HIGHWAY 119             ,BLACK HAWK          ,CO,80422 ,3035820895,1330,GILPIN COUNTY       RE-1      ,24,GILPIN          ,PK-PK 
P665,KREMMLING PRESCHOOL           ,715 KINSEY AVE PO BOX 636     ,KREMMLING           ,CO,80459 ,9707249483,1340,WEST GRAND          1-JT.     ,25,GRAND           ,PK-PK 
P533,MOUNTAIN VALLEY CHRISTIAN ACAD,PO BOX 1755                   ,KREMMLING           ,CO,80459 ,9707249604,1340,WEST GRAND          1-JT.     ,25,GRAND           , K-12 
P620,WINTER PARK CHRISTIAN SCHOOL  ,PO BOX 518                    ,TABERNASH           ,CO,80478 ,9708879784,1350,EAST GRAND          2         ,25,GRAND           , K-12 
P844,LITTLE RED SCHOOLHOUSE        ,49 GILLASPEY                  ,CRESTED BUTTE       ,CO,81224 ,9703490996,1360,GUNNISON WATERSHED  RE1J      ,26,GUNNISON        ,PK-PK 
P350,ORSCH                         ,200 NORTH SPRUCE STREET       ,GUNNISON            ,CO,81230 ,9706416758,1360,GUNNISON WATERSHED  RE1J      ,26,GUNNISON        ,K -12 
P869,PARADISE PLACE                ,404 MAROON AVE                ,CRESTED BUTTE       ,CO,81224 ,          ,1360,GUNNISON WATERSHED  RE1J      ,26,GUNNISON        ,PK-PK 
P482,STEPPING STONES CHILDREN CENTE,PO BOX 1310                   ,CRESTED BUTTE       ,CO,81224 ,9703495288,1360,GUNNISON WATERSHED  RE1J      ,26,GUNNISON        ,PK-K  
P481,TENDERFOOT CFDC               ,700 NORTH COLORADO STREET     ,GUNNISON            ,CO,81230 ,9706421949,1360,GUNNISON WATERSHED  RE1J      ,26,GUNNISON        ,PK-PK 
P577,ABIDING HOPE PRESCHOOL & KINDE,6337 SOUTH ROBB WAY           ,LITTLETON           ,CO,80127 ,3039329160,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK K  
P678,ALPINE VALLEY SCHOOL          ,4501 PARFET STREET            ,WHEAT RIDGE         ,CO,80033 ,3032710525,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,K -12 
P690,BETHLEHEM LUTHERAN SCHOOL     ,2100 WADSWORTH BOULEVARD      ,LAKEWOOD            ,CO,80214 ,3032330401,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P590,CHILDREN'S DAY PRESCHOOL      ,7530 WEST 38TH AVENUE         ,WHEAT RIDGE         ,CO,80033 ,3034223459,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-PK 
P729,COLORADO EARLY LEARNING CENTER,1690 SIMMS STREET             ,LAKEWOOD            ,CO,80215 ,3032323040,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-PK 
P714,CONCORDIA LUTHERAN PRE-SCHOOL ,13371 WEST ALAMEDA PARKWAY    ,LAKEWOOD            ,CO,80228 ,3039895260,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P792,CORNERSTONE MONTESSORI        ,15970 WEST 50TH AVENUE        ,GOLDEN              ,CO,80403 ,3032770245,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P573,DEVEREAU CLEO WALLACE         ,8405 CHURCH RANCH BLVD        ,WESTMINSTER         ,CO,80021 ,3034382281,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,06-12 
P705,EVERGREEN COUNTRY DAY SCHOOL  ,1093 SWEDE GULCH ROAD         ,GOLDEN              ,CO,80439 ,3036743400,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P310,FAITH CHRISTIAN ACADEMY       ,12189 WEST 64TH AVENUE        ,ARVADA              ,CO,80004 ,3034242121,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       , K-12 
P316,FOOTHILLS CHRISTIAN PRE & KIND,6100 SOUTH DEVINNEY WAY       ,LITTLETON           ,CO,80127 ,3039723162,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P347,FRONT RANGE CHRISTIAN SCHOOL  ,"6657 WEST OTTAWA AVENUE, #A-17",LITTLETON           ,CO,80128 ,3035314541,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-12 
P753,HYLAND CHRISTIAN SCHOOL       ,5255 WEST 98TH AVENUE         ,WESTMINSTER         ,CO,80020 ,3034661673,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,K -12 
P685,KIDS DISCOVERY DAY            ,6750 CARR STREET              ,ARVADA              ,CO,80004 ,3034316005,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-PK 
P140,KINDERCARE LEARNING CENTER    ,8020 LEE DRIVE                ,ARVADA              ,CO,80005 ,3034226571,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-06 
P756,LA PETITE ACADEMY             ,348 SOUTH OWENS               ,LAKEWOOD            ,CO,80226 ,3039862588,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P576,LAKEWOOD LEARNING CENTER      ,946 BENTON STREET             ,LAKEWOOD            ,CO,80214 ,3032370917,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P765,LITTLE PEOPLES LANDING        ,8305 SOUTH WADSWORTH BLVD     ,LITTLETON           ,CO,80128 ,3039731926,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P732,LITTLETON MONTESSORI SCHOOL   ,6653 WEST CHATFIELD AVENUE    ,LITTLETON           ,CO,80228 ,3039797190,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P774,MILE HIGH BAPTIST SCHOOL      ,8100 WEST HAMPDEN AVENUE      ,DENVER              ,CO,80227 ,3039862183,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,K -12 
P786,MONTESSORI SCHOOL OF EVERGREEN,P O BOX 2468                  ,EVERGREEN           ,CO,80437 ,3036740093,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P382,OAK STREET CDC                ,6711 GRANDVIEW AVE            ,ARVADA              ,CO,80002 ,3034259501,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-PK 
P801,OUR LADY OF FATIMA CATHOLIC   ,10530 WEST 20TH AVENUE        ,LAKEWOOD            ,CO,80215 ,3032332500,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P905,PATTERSON CHILDREN'S CENTER   ,12100 WEST ALAMEDA PARKWAY    ,LAKEWOOD            ,CO,80228 ,3032753421,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-PK 
P572,RENAISSANCE CHILDREN'S CENTER ,1797 KENDAL STREET            ,LAKEWOOD            ,CO,80214 ,3032376132,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-06 
P813,SHEPHERD/THE VALLEY LUTHERAN  ,8820 FIELD STREET             ,WESTMINSTER         ,CO,80021 ,3034241306,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P822,SHRINE OF ST ANNE             ,7320 GRANT PLACE              ,ARVADA              ,CO,80002 ,3034221800,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,K -08 
P816,SILVER STATE CHRISTIAN SCHOOL ,14711 WEST MORRISON ROAD      ,MORRISON            ,CO,80465 ,3039228850,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P825,ST BERNADETTE CATHOLIC SCHOOL ,1100 UPHAM STREET             ,LAKEWOOD            ,CO,80214 ,3032370401,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P898,ST JOAN OF ARC ELC            ,12735 WEST 58TH AVE           ,ARVADA              ,CO,80002 ,3034224949,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK- K 
P828,STS PETER AND PAUL SCHOOL     ,3920 PIERCE                   ,WHEAT RIDGE         ,CO,80033 ,3034240402,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-08 
P749,THE DENVER STREET SCHOOL      ,PO BOX 140069                 ,LAKEWOOD            ,CO,80214 ,3038477582,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,09-12 
P843,WOODEN SHOE PRESCHOOL & KGRTN ,9180 YARROW STREET            ,WESTMINSTER         ,CO,80226 ,3034226195,1420,JEFFERSON COUNTY    R-1       ,30,JEFFERSON       ,PK-06 
P320,SACRED HEART ACADEMY          ,228 11TH STREET               ,BURLINGTON          ,CO,80807 ,7193430091,1500,BURLINGTON          RE-6J     ,32,KIT CARSON      , K-08 
P500,CHILDREN'S HOUSE OF DURANGO   ,1689 WEST 3RD AVENUE          ,DURANGO             ,CO,81301 ,9702591089,1520,DURANGO             9-R       ,34,LA PLATA        ,PK- K 
P055,COLORADO TIMBERLINE ACADEMY   ,35554 HIGHWAY 550             ,DURANGO             ,CO,81301 ,9702475898,1520,DURANGO             9-R       ,34,LA PLATA        ,09-12 
P553,DURANGO EARLY LEARNING CENTER ,890 EAST 3RD AVENUE           ,DURANGO             ,CO,81301 ,9702591483,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P503,MERCY EMPLOYEE CHILDCARE      ,1010 THREE SPRINGS BLVD       ,DURANGO             ,CO,81301 ,9707641375,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P502,NEW HORIZONS                  ,1161 EAST 3RD AVENUE          ,DURANGO             ,CO,81301 ,9702478759,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P504,RIVERHOUSE CHILDREN'S CENTER  ,742 FLORIDA ROAD              ,DURANGO             ,CO,81301 ,9702470204,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P861,SAINT COLUMBA SCHOOL          ,1801 EAST THIRD AVE           ,DURANGO             ,CO,81301 ,9702475527,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-08 
P809,ST. PAUL'S LUTHERAN PRESCHOOL ,2611 JUNCTION ST              ,DURANGO             ,CO,81301 ,9702471368,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P808,UNITED METHODIST CHRISTIAN    ,2917 ASPEN DR                 ,DURANGO             ,CO,81301 ,9702478680,1520,DURANGO             9-R       ,34,LA PLATA        ,PK-PK 
P884,SILVER SPRUCE ACADEMY         ,40031 US HWY 160/PO BOX 966   ,BAYFIELD            ,CO,81122 ,9707593415,1530,BAYFIELD            10 JT-R   ,34,LA PLATA        ,K-12  
P754,PINE RIVER COMMUNITY LEARNING ,PO BOX 710                    ,IGNACIO             ,CO,81137 ,9705630681,1540,IGNACIO             11 JT     ,34,LA PLATA        ,K-12  
P515,"BASE CAMP, STOVE PRAIRIE PK   ",1241 RIVERSIDE AVENUE         ,FORT COLLINS        ,CO,80524 ,9704886585,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P870,BEEBE CHRISTIAN SCHOOL        ,821 WEST LAKE STREET          ,FORT COLLINS        ,CO,80521 ,9704824409,1550,POUDRE              R-1       ,35,LARIMER         ,PK-08 
P508,BRIGHT HORIZONS E. FORT COLLIN,2815 IOWA DRIVE               ,FORT COLLINS        ,CO,80525 ,9704844700,1550,POUDRE              R-1       ,35,LARIMER         ,PK- K 
P509,CHILDREN'S HOUSE MONTESSORI   ,113 NORTH SHIELDS STREET      ,FORT COLLINS        ,CO,80521 ,9704843623,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P185,CORNERSTONE CHRISTIAN SCHOOL  ,419 STARLING STREET           ,FORT COLLINS        ,CO,80526 ,9706915210,1550,POUDRE              R-1       ,35,LARIMER         ,02-12 
P511,CREATIVE KID'S CORNER         ,4103 HAYES AVE PO BOX 1012    ,WELLINGTON          ,CO,80549 ,9705680780,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P507,EYESTONE BASE CAMP PRESCHOOL  ,1241 RIVERSIDE AVENUE         ,FORT COLLINS        ,CO,80524 ,9702661734,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P043,FRONT RANGE BAPTIST ACADEMY   ,625 EAST HARMONY ROAD         ,FORT COLLINS        ,CO,80525 ,9702232173,1550,POUDRE              R-1       ,35,LARIMER         , K-12 
P715,HEARTS IN HAND                ,2464 MARQUETTE STREET         ,FORT COLLINS        ,CO,80525 ,9702231245,1550,POUDRE              R-1       ,35,LARIMER         ,PK- K 
P867,HERITAGE CHRISTIAN ACADEMY    ,2506 ZURICH DRIVE             ,FORT COLLINS        ,CO,80524 ,9704941022,1550,POUDRE              R-1       ,35,LARIMER         ,K -12 
P879,LITTLE LAMBS PRESCHOOL        ,4610 HOGAN DRIVE              ,FORT COLLINS        ,CO,80525 ,9704204753,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P513,LITTLE PEOPLE'S LANDING       ,6606 AVONDALE ROAD            ,FORT COLLINS        ,CO,80525 ,9702252936,1550,POUDRE              R-1       ,35,LARIMER         ,PK- K 
P873,RIVENDELL SCHOOL              ,1800 EAST PROSPECT ROAD       ,FORT COLLINS        ,CO,80525 ,9704939052,1550,POUDRE              R-1       ,35,LARIMER         ,PK-06 
P876,SAINT JOSEPH SCHOOL           ,127 NORTH HOWES STREET        ,FORT COLLINS        ,CO,80521 ,9704841171,1550,POUDRE              R-1       ,35,LARIMER         ,PK- 8 
P046,SPRING CREEK SCHOOL           ,1900 REMINGTON                ,FORT COLLINS        ,CO,80525 ,9702244240,1550,POUDRE              R-1       ,35,LARIMER         ,PK- K 
P514,TEACHING TREE                 ,424 PINE STREET SUITE 100     ,FORT COLLINS        ,CO,80524 ,9704932628,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P586,THE FAMILY CENTER/LA FAMILIA  ,309 HICKORY STREET            ,FORT COLLINS        ,CO,80524 ,9702211615,1550,POUDRE              R-1       ,35,LARIMER         ,PK-PK 
P256,BRIGHT HORIZONS               ,2420 WEST 8TH STREET          ,LOVELAND            ,CO,80537 ,9704619802,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK- K 
P882,CAMPION ACADEMY               ,300 42ND STREET SW            ,LOVELAND            ,CO,80537 ,9706675592,1560,THOMPSON            R-2J      ,35,LARIMER         ,09-12 
P888,H.M.S. RICHARDS ADVENTIST     ,342 SW 42ND STREET            ,LOVELAND            ,CO,80537 ,9706672427,1560,THOMPSON            R-2J      ,35,LARIMER         ,K -08 
P891,IMMANUEL LUTHERAN SCHOOL      ,4650 SUNVIEW DRIVE            ,LOVELAND            ,CO,80538 ,9706677606,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK-08 
P280,LOVELAND KINDERCARE           ,2755 NORTH GARFIELD           ,LOVELAND            ,CO,80538 ,9702136545,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK-PK 
P894,PROTESTANT REFORMED CHRISTIAN ,705 EAST 57TH STREET          ,LOVELAND            ,CO,80538 ,9706679289,1560,THOMPSON            R-2J      ,35,LARIMER         ,K -12 
P895,RESURRECTION CHRISTIAN SCHOOL ,6508 EAST CROSSROADS BLVD     ,LOVELAND            ,CO,80538 ,9706120674,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK-12 
P897,ST JOHN THE EVANGELIST        ,1730 WEST 12TH STREET         ,LOVELAND            ,CO,80537 ,9706355830,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK-08 
P359,THE SUNSHINE HOUSE            ,1801 PINEY RIVER DRIVE        ,LOVELAND            ,CO,80538 ,9706350111,1560,THOMPSON            R-2J      ,35,LARIMER         ,PK- K 
P656,HOLY TRINITY ACADEMY          ,600 PROSPECT STREET BOX 208   ,TRINIDAD            ,CO,81082 ,7198464522,1580,TRINIDAD            1         ,36,LAS ANIMAS      ,K -12 
P550,ST ANTHONY CATHOLIC SCHOOL    ,324 SOUTH THIRD STREET        ,STERLING            ,C0,80751 ,9705227567,1828,VALLEY              RE-1      ,38,LOGAN           ,PK-8  
P746,LITTLE FOLKS PRESCHOOL        ,427 LEE ST PO BOX 200         ,MERINO              ,CO,80741 ,9705219831,1860,BUFFALO             RE-4      ,38,LOGAN           ,PK-PK 
P337,BOOKCLIFF CHRISTIAN SCHOOL    ,2702 PATTERSON ROAD           ,GRAND JUNCTION      ,CO,81506 ,9702432999,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-05 
P909,CHRISTIAN COMMUNITY SCHOOLS   ,PO BOX 349                    ,CLIFTON             ,CO,81520 ,9704340205,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-12 
